FinancialID,ProjectID,Month,Date,Year,Quarter,CostCategory,PlannedRevenue,ActualRevenue,PlannedCost,ActualCost,GrossProfit,GrossMarginPct
FIN0010656,PRJ090,2024-02,2024-02-02,2024,Q1 2024,Overhead,5456.31,5609.99,4623.99,4683.33,926.66,16.52
FIN0010657,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Labor,60157.86,64560.98,50981.24,52775.68,11785.3,18.25
FIN0010658,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Materials,68751.84,71584.0,58264.27,63621.2,7962.8,11.12
FIN0010659,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Equipment,32227.43,35974.87,27311.38,30306.64,5668.23,15.76
FIN0010660,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Subcontractor,21484.96,22667.01,18207.59,18439.19,4227.82,18.65
FIN0010661,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Design & Engineering,10742.47,12062.25,9103.79,10147.69,1914.56,15.87
FIN0010662,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Permits & Legal,6445.49,6396.82,5462.28,5750.5,646.32,10.1
FIN0010663,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Transportation,8593.98,9493.0,7283.03,8218.0,1275.0,13.43
FIN0010664,PRJ090,2024-03,2024-03-03,2024,Q1 2024,Overhead,6445.49,7005.28,5462.28,5886.9,1118.38,15.96
FIN0010665,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Labor,69862.64,75373.64,59205.63,67319.15,8054.49,10.69
FIN0010666,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Materials,79843.02,79868.35,67663.58,67176.86,12691.49,15.89
FIN0010667,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Equipment,37426.41,39162.12,31717.3,34088.68,5073.44,12.95
FIN0010668,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Subcontractor,24950.95,29955.38,21144.87,24827.41,5127.97,17.12
FIN0010669,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Design & Engineering,12475.47,12657.77,10572.43,10872.12,1785.65,14.11
FIN0010670,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Permits & Legal,7485.28,8018.1,6343.46,7058.8,959.3,11.96
FIN0010671,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Transportation,9980.38,9880.73,8457.95,8978.2,902.53,9.13
FIN0010672,PRJ090,2024-04,2024-04-02,2024,Q2 2024,Overhead,7485.28,7903.51,6343.46,6583.55,1319.96,16.7
FIN0010673,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Labor,51624.2,61871.02,43749.32,49908.01,11963.01,19.34
FIN0010674,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Materials,58999.08,55788.6,49999.22,48560.84,7227.76,12.96
FIN0010675,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Equipment,27655.81,28618.26,23437.13,25332.78,3285.48,11.48
FIN0010676,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Subcontractor,18437.22,20033.01,15624.76,17662.2,2370.81,11.83
FIN0010677,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Design & Engineering,9218.61,10408.81,7812.38,8968.7,1440.11,13.84
FIN0010678,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Permits & Legal,5531.17,6455.54,4687.43,5449.31,1006.23,15.59
FIN0010679,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Transportation,7374.88,7812.64,6249.9,6849.41,963.23,12.33
FIN0010680,PRJ090,2024-05,2024-05-02,2024,Q2 2024,Overhead,5531.17,5485.27,4687.43,4656.12,829.15,15.12
FIN0010681,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Labor,89657.57,95563.62,75980.99,85355.88,10207.74,10.68
FIN0010682,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Materials,102465.78,103644.32,86835.41,91510.95,12133.37,11.71
FIN0010683,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Equipment,48030.84,57632.41,40704.1,47919.89,9712.52,16.85
FIN0010684,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Subcontractor,32020.56,31147.42,27136.07,28212.49,2934.93,9.42
FIN0010685,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Design & Engineering,16010.28,17569.46,13568.03,15188.31,2381.15,13.55
FIN0010686,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Permits & Legal,9606.17,10141.74,8140.82,8690.06,1451.68,14.31
FIN0010687,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Transportation,12808.23,14608.18,10854.43,12472.06,2136.12,14.62
FIN0010688,PRJ090,2024-06,2024-06-01,2024,Q2 2024,Overhead,9606.17,10602.05,8140.82,8677.67,1924.38,18.15
FIN0010689,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Labor,53772.51,59560.6,45569.92,49082.93,10477.67,17.59
FIN0010690,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Materials,61454.29,64676.96,52079.91,52593.28,12083.68,18.68
FIN0010691,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Equipment,28806.7,30256.9,24412.46,25780.5,4476.4,14.79
FIN0010692,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Subcontractor,19204.46,20697.14,16274.97,17996.65,2700.49,13.05
FIN0010693,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Design & Engineering,9602.24,9524.99,8137.49,7993.02,1531.97,16.08
FIN0010694,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Permits & Legal,5761.34,6801.17,4882.49,5623.01,1178.16,17.32
FIN0010695,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Transportation,7681.79,7987.58,6509.99,6497.11,1490.47,18.66
FIN0010696,PRJ090,2024-07,2024-07-01,2024,Q3 2024,Overhead,5761.34,5480.77,4882.49,4883.74,597.03,10.89
FIN0010697,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Labor,66252.75,69530.52,56146.4,59323.28,10207.24,14.68
FIN0010698,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Materials,75717.44,78560.54,64167.32,71317.08,7243.46,9.22
FIN0010699,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Equipment,35492.55,37743.03,30078.43,33482.09,4260.94,11.29
FIN0010700,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Subcontractor,23661.7,24555.41,20052.29,22082.45,2472.96,10.07
FIN0010701,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Design & Engineering,11830.85,12760.73,10026.14,10507.99,2252.74,17.65
FIN0010702,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Permits & Legal,7098.51,7078.15,6015.69,6013.51,1064.64,15.04
FIN0010703,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Transportation,9464.67,10546.54,8020.91,8828.24,1718.3,16.29
FIN0010704,PRJ090,2024-07,2024-07-31,2024,Q3 2024,Overhead,7098.51,8296.75,6015.69,6715.6,1581.15,19.06
FIN0010705,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Labor,48586.87,49915.52,41175.31,42239.63,7675.89,15.38
FIN0010706,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Materials,55527.85,63065.78,47057.5,53482.56,9583.22,15.2
FIN0010707,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Equipment,26028.68,24913.87,22058.2,21753.44,3160.43,12.69
FIN0010708,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Subcontractor,17352.45,18825.09,14705.47,16127.89,2697.2,14.33
FIN0010709,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Design & Engineering,8676.22,8387.01,7352.73,7323.75,1063.26,12.68
FIN0010710,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Permits & Legal,5205.74,5636.95,4411.64,4820.21,816.74,14.49
FIN0010711,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Transportation,6940.98,7108.83,5882.19,6040.47,1068.36,15.03
FIN0010712,PRJ090,2024-08,2024-08-30,2024,Q3 2024,Overhead,5205.74,5216.05,4411.64,4427.94,788.11,15.11
FIN0010713,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Labor,88498.67,92470.96,74998.87,80803.55,11667.41,12.62
FIN0010714,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Materials,101141.34,122295.69,85713.0,99542.0,22753.69,18.61
FIN0010715,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Equipment,47410.0,53392.65,40177.97,46805.8,6586.85,12.34
FIN0010716,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Subcontractor,31606.67,33727.57,26785.31,30240.52,3487.05,10.34
FIN0010717,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Design & Engineering,15803.34,18028.58,13392.66,15619.24,2409.34,13.36
FIN0010718,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Permits & Legal,9482.0,10129.22,8035.59,8572.61,1556.61,15.37
FIN0010719,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Transportation,12642.66,14350.1,10714.12,11633.87,2716.23,18.93
FIN0010720,PRJ090,2024-09,2024-09-29,2024,Q3 2024,Overhead,9482.0,9848.91,8035.59,7981.18,1867.73,18.96
FIN0010721,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Labor,84477.19,94538.35,71590.84,82269.6,12268.75,12.98
FIN0010722,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Materials,96545.36,94501.1,81818.1,80453.67,14047.43,14.86
FIN0010723,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Equipment,45255.63,41971.76,38352.23,37609.74,4362.02,10.39
FIN0010724,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Subcontractor,30170.43,35186.24,25568.16,29981.93,5204.31,14.79
FIN0010725,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Design & Engineering,15085.21,15185.7,12784.08,12424.63,2761.07,18.18
FIN0010726,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Permits & Legal,9051.13,8830.08,7670.45,7983.06,847.02,9.59
FIN0010727,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Transportation,12068.17,12862.95,10227.26,11426.53,1436.42,11.17
FIN0010728,PRJ090,2024-10,2024-10-29,2024,Q4 2024,Overhead,9051.13,9388.49,7670.45,7833.14,1555.35,16.57
FIN0010729,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Labor,56090.08,65343.74,47533.97,55443.48,9900.26,15.15
FIN0010730,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Materials,64102.95,72014.38,54324.53,62678.9,9335.48,12.96
FIN0010731,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Equipment,30048.26,29953.0,25464.63,27058.53,2894.47,9.66
FIN0010732,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Subcontractor,20032.18,18962.92,16976.42,17202.54,1760.38,9.28
FIN0010733,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Design & Engineering,10016.09,9509.91,8488.21,8434.77,1075.14,11.31
FIN0010734,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Permits & Legal,6009.66,6061.6,5092.93,5041.45,1020.15,16.83
FIN0010735,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Transportation,8012.87,8036.09,6790.57,6760.36,1275.73,15.88
FIN0010736,PRJ090,2024-11,2024-11-28,2024,Q4 2024,Overhead,6009.66,5827.35,5092.93,4976.37,850.98,14.6
FIN0010737,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Labor,83338.46,78093.03,70625.81,68590.91,9502.12,12.17
FIN0010738,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Materials,95243.95,108298.1,80715.21,87643.54,20654.56,19.07
FIN0010739,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Equipment,44645.6,47250.25,37835.25,39704.83,7545.42,15.97
FIN0010740,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Subcontractor,29763.73,32425.22,25223.5,26162.77,6262.45,19.31
FIN0010741,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Design & Engineering,14881.86,15346.98,12611.75,12588.39,2758.59,17.97
FIN0010742,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Permits & Legal,8929.12,8981.47,7567.05,7951.62,1029.85,11.47
FIN0010743,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Transportation,11905.49,11759.02,10089.4,9977.86,1781.16,15.15
FIN0010744,PRJ090,2024-12,2024-12-28,2024,Q4 2024,Overhead,8929.12,9686.71,7567.05,7913.33,1773.38,18.31
FIN0010745,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Labor,49126.47,57805.85,41632.6,48598.75,9207.1,15.93
FIN0010746,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Materials,56144.54,51524.62,47580.12,46043.01,5481.61,10.64
FIN0010747,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Equipment,26317.75,25561.3,22303.18,22737.6,2823.7,11.05
FIN0010748,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Subcontractor,17545.17,18652.72,14868.79,15550.65,3102.07,16.63
FIN0010749,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Design & Engineering,8772.58,8847.55,7434.39,7383.76,1463.79,16.54
FIN0010750,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Permits & Legal,5263.56,5577.21,4460.64,4846.01,731.2,13.11
FIN0010751,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Transportation,7018.06,7663.08,5947.51,6328.08,1335.0,17.42
FIN0010752,PRJ090,2025-01,2025-01-27,2025,Q1 2025,Overhead,5263.56,6077.07,4460.64,4904.11,1172.96,19.3
FIN0010753,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Labor,77581.04,83145.38,65746.64,67941.55,15203.83,18.29
FIN0010754,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Materials,88664.04,101280.06,75139.02,83499.21,17780.85,17.56
FIN0010755,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Equipment,41561.28,45348.66,35221.42,39685.17,5663.49,12.49
FIN0010756,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Subcontractor,27707.51,33800.29,23480.94,27378.76,6421.53,19.0
FIN0010757,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Design & Engineering,13853.75,14157.48,11740.47,12235.09,1922.39,13.58
FIN0010758,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Permits & Legal,8312.25,9307.21,7044.28,7958.65,1348.56,14.49
FIN0010759,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Transportation,11083.01,10551.23,9392.38,9149.05,1402.18,13.29
FIN0010760,PRJ090,2025-02,2025-02-26,2025,Q1 2025,Overhead,8312.25,9864.08,7044.28,8149.05,1715.03,17.39
FIN0010761,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Labor,63621.13,68295.28,53916.21,55454.1,12841.18,18.8
FIN0010762,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Materials,72709.85,71358.16,61618.52,62253.96,9104.2,12.76
FIN0010763,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Equipment,34082.74,32562.24,28883.68,28233.62,4328.62,13.29
FIN0010764,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Subcontractor,22721.83,23915.17,19255.79,20321.23,3593.94,15.03
FIN0010765,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Design & Engineering,11360.91,12615.81,9627.89,10381.84,2233.97,17.71
FIN0010766,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Permits & Legal,6816.55,7338.27,5776.74,6003.36,1334.91,18.19
FIN0010767,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Transportation,9088.74,9334.12,7702.32,7748.37,1585.75,16.99
FIN0010768,PRJ090,2025-03,2025-03-28,2025,Q1 2025,Overhead,6816.55,6650.04,5776.74,5896.67,753.37,11.33
FIN0010769,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Labor,60906.82,65569.21,51615.95,57922.83,7646.38,11.66
FIN0010770,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Materials,69607.8,78970.12,58989.66,68702.87,10267.25,13.0
FIN0010771,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Equipment,32628.65,34661.66,27651.4,29879.34,4782.32,13.8
FIN0010772,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Subcontractor,21752.44,21303.74,18434.27,18392.11,2911.63,13.67
FIN0010773,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Design & Engineering,10876.21,11440.87,9217.13,9856.15,1584.72,13.85
FIN0010774,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Permits & Legal,6525.73,6614.08,5530.28,5791.87,822.21,12.43
FIN0010775,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Transportation,8700.98,8522.63,7373.71,7598.66,923.97,10.84
FIN0010776,PRJ090,2025-04,2025-04-27,2025,Q2 2025,Overhead,6525.73,7702.98,5530.28,6347.23,1355.75,17.6
FIN0010777,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Labor,68235.95,68468.3,57827.08,62207.68,6260.62,9.14
FIN0010778,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Materials,77983.95,83986.0,66088.09,70859.15,13126.85,15.63
FIN0010779,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Equipment,36554.97,38014.8,30978.79,31462.97,6551.83,17.23
FIN0010780,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Subcontractor,24369.99,27510.84,20652.53,22773.81,4737.03,17.22
FIN0010781,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Design & Engineering,12184.99,12772.94,10326.26,11297.67,1475.27,11.55
FIN0010782,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Permits & Legal,7311.0,8025.3,6195.76,7069.16,956.14,11.91
FIN0010783,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Transportation,9747.99,10375.18,8261.01,8390.39,1984.79,19.13
FIN0010784,PRJ090,2025-05,2025-05-27,2025,Q2 2025,Overhead,7311.0,7741.32,6195.76,6540.55,1200.77,15.51
FIN0010785,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Labor,60856.53,60847.21,49882.4,48801.05,12046.16,19.8
FIN0010786,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Materials,69550.32,71983.37,57008.46,60761.98,11221.39,15.59
FIN0010787,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Equipment,32601.71,31401.83,26722.71,24547.38,6854.45,21.83
FIN0010788,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Subcontractor,21734.47,18940.91,17815.14,16265.53,2675.38,14.12
FIN0010789,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Design & Engineering,10867.24,10312.08,8907.57,8558.54,1753.54,17.0
FIN0010790,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Permits & Legal,6520.34,6429.65,5344.54,5634.38,795.27,12.37
FIN0010791,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Transportation,8693.79,8393.68,7126.06,7117.81,1275.87,15.2
FIN0010792,PRJ091,2024-01,2024-01-06,2024,Q1 2024,Overhead,6520.34,7269.4,5344.54,5833.52,1435.88,19.75
FIN0010793,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Labor,68825.95,71273.25,56414.71,57591.19,13682.06,19.2
FIN0010794,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Materials,78658.22,81479.86,64473.95,64255.78,17224.08,21.14
FIN0010795,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Equipment,36871.05,35239.94,30222.17,30382.85,4857.09,13.78
FIN0010796,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Subcontractor,24580.69,26300.5,20148.11,22212.09,4088.41,15.54
FIN0010797,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Design & Engineering,12290.35,13226.13,10074.06,10421.73,2804.4,21.2
FIN0010798,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Permits & Legal,7374.2,8026.91,6044.43,6292.02,1734.89,21.61
FIN0010799,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Transportation,9832.27,8913.94,8059.24,7314.23,1599.71,17.95
FIN0010800,PRJ091,2024-02,2024-02-05,2024,Q1 2024,Overhead,7374.2,6612.27,6044.43,5514.64,1097.63,16.6
FIN0010801,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Labor,53688.86,56266.28,44007.26,48698.89,7567.39,13.45
FIN0010802,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Materials,61358.69,53277.92,50294.01,45985.86,7292.06,13.69
FIN0010803,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Equipment,28761.89,28157.35,23575.32,24684.68,3472.67,12.33
FIN0010804,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Subcontractor,19174.59,19882.53,15716.88,17391.35,2491.18,12.53
FIN0010805,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Design & Engineering,9587.3,9039.64,7858.44,7417.29,1622.35,17.95
FIN0010806,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Permits & Legal,5752.37,5430.34,4715.06,4570.69,859.65,15.83
FIN0010807,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Transportation,7669.84,7907.87,6286.75,6820.08,1087.79,13.76
FIN0010808,PRJ091,2024-03,2024-03-06,2024,Q1 2024,Overhead,5752.37,5550.38,4715.06,4715.4,834.98,15.04
FIN0010809,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Labor,66155.1,66255.82,54225.49,56505.48,9750.34,14.72
FIN0010810,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Materials,75605.83,71292.46,61971.99,58977.59,12314.87,17.27
FIN0010811,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Equipment,35440.23,39080.41,29049.37,31360.15,7720.26,19.75
FIN0010812,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Subcontractor,23626.83,22894.14,19366.25,18291.19,4602.95,20.11
FIN0010813,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Design & Engineering,11813.41,11763.27,9683.12,10192.77,1570.5,13.35
FIN0010814,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Permits & Legal,7088.04,6694.05,5809.87,5433.68,1260.37,18.83
FIN0010815,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Transportation,9450.73,9335.86,7746.5,7922.03,1413.83,15.14
FIN0010816,PRJ091,2024-04,2024-04-05,2024,Q2 2024,Overhead,7088.04,7516.96,5809.87,6284.27,1232.69,16.4
FIN0010817,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Labor,48310.78,46580.15,39599.0,39575.76,7004.39,15.04
FIN0010818,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Materials,55212.32,57923.03,45256.0,46055.86,11867.17,20.49
FIN0010819,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Equipment,25880.77,24312.58,21213.75,20857.62,3454.96,14.21
FIN0010820,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Subcontractor,17253.85,17014.57,14142.5,14724.33,2290.24,13.46
FIN0010821,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Design & Engineering,8626.92,7721.2,7071.25,6483.57,1237.63,16.03
FIN0010822,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Permits & Legal,5176.15,4711.47,4242.75,4037.45,674.02,14.31
FIN0010823,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Transportation,6901.54,7066.76,5657.0,5943.38,1123.38,15.9
FIN0010824,PRJ091,2024-05,2024-05-05,2024,Q2 2024,Overhead,5176.15,5217.49,4242.75,4096.52,1120.97,21.48
FIN0010825,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Labor,50988.29,56509.61,41793.68,44260.45,12249.16,21.68
FIN0010826,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Materials,58272.32,64001.27,47764.2,50983.56,13017.71,20.34
FIN0010827,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Equipment,27315.15,28250.26,22389.47,23121.0,5129.26,18.16
FIN0010828,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Subcontractor,18210.1,16697.14,14926.31,14506.95,2190.19,13.12
FIN0010829,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Design & Engineering,9105.06,9857.93,7463.16,7766.78,2091.15,21.21
FIN0010830,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Permits & Legal,5463.03,5200.48,4477.89,4369.98,830.5,15.97
FIN0010831,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Transportation,7284.05,7401.68,5970.53,6321.96,1079.72,14.59
FIN0010832,PRJ091,2024-06,2024-06-04,2024,Q2 2024,Overhead,5463.03,5114.19,4477.89,4468.98,645.21,12.62
FIN0010833,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Labor,69054.1,61643.14,56601.72,52862.35,8780.79,14.24
FIN0010834,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Materials,78918.96,83467.28,64687.67,69660.4,13806.88,16.54
FIN0010835,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Equipment,36993.27,34507.75,30322.35,28710.6,5797.15,16.8
FIN0010836,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Subcontractor,24662.18,25460.14,20214.9,19895.77,5564.37,21.86
FIN0010837,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Design & Engineering,12331.09,10887.06,10107.45,9449.25,1437.81,13.21
FIN0010838,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Permits & Legal,7398.65,7101.83,6064.47,5885.88,1215.95,17.12
FIN0010839,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Transportation,9864.87,11042.03,8085.96,8899.98,2142.05,19.4
FIN0010840,PRJ091,2024-07,2024-07-04,2024,Q3 2024,Overhead,7398.65,8002.32,6064.47,6429.62,1572.7,19.65
FIN0010841,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Labor,68917.59,62491.18,56489.83,54141.93,8349.25,13.36
FIN0010842,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Materials,78762.96,78167.58,64559.8,68326.83,9840.75,12.59
FIN0010843,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Equipment,36920.14,33548.04,30262.41,29005.89,4542.15,13.54
FIN0010844,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Subcontractor,24613.43,27413.08,20174.94,22256.29,5156.79,18.81
FIN0010845,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Design & Engineering,12306.71,11354.0,10087.47,9942.41,1411.59,12.43
FIN0010846,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Permits & Legal,7384.03,7170.95,6052.48,6244.9,926.05,12.91
FIN0010847,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Transportation,9845.38,9495.58,8069.98,8244.57,1251.01,13.17
FIN0010848,PRJ091,2024-08,2024-08-03,2024,Q3 2024,Overhead,7384.03,7631.17,6052.48,6501.97,1129.2,14.8
FIN0010849,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Labor,86476.02,93164.58,77210.73,85704.53,7460.05,8.01
FIN0010850,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Materials,98829.73,100150.76,88240.83,87524.29,12626.47,12.61
FIN0010851,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Equipment,46326.44,52882.21,41362.89,48806.52,4075.69,7.71
FIN0010852,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Subcontractor,30884.29,29440.71,27575.26,27104.56,2336.15,7.94
FIN0010853,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Design & Engineering,15442.15,17171.26,13787.63,15295.64,1875.62,10.92
FIN0010854,PRJ092,2024-10,2024-10-14,2024,Q4 2024,Permits & Legal,9265.29,9619.76,8272.58,8329.34,1290.42,13.41
